city,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_ce,precipitation_amt_mm,precipitation_ground_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
sj,14.0,0.02,0.03,0.19,0.16,-8.536,90.68,101.9,297.78,297.86,293.27,299.9,296.5,36.3,76.21,90.68,14.77,2.07,25.6,6.01,30.0,21.7,40.2,3
sj,15.0,-0.07,0.0,0.21,0.23,4.42,13.09,44.56,298.55,298.69,293.38,301.2,295.9,1.2,73.3,13.09,14.91,3.07,26.39,7.63,32.8,20.6,3.3,13
sj,16.0,0.07,0.04,0.11,0.09,5.87,0.0,6.49,299.34,299.56,294.51,301.7,297.6,2.22,74.83,0.0,15.85,3.0,27.73,8.01,33.3,22.8,1.8,4
sj,17.0,0.02,0.02,0.1,0.06,12.94,69.7,77.97,299.02,299.25,295.49,302.8,296.9,63.1,81.11,69.7,16.91,3.36,26.87,7.43,34.4,21.7,163.1,1
sj,18.0,0.04,0.01,0.14,0.12,4.86,93.03,121.42,298.78,298.88,295.47,301.0,296.6,63.81,82.08,93.03,16.82,2.21,26.21,5.47,30.0,22.2,79.8,10
sj,19.0,-0.06,-0.03,0.14,0.17,-1.18,9.83,19.94,299.47,299.51,295.54,301.8,297.6,40.3,79.19,9.83,16.95,2.77,27.33,6.77,31.7,23.3,20.5,8
sj,20.0,0.0,0.01,0.25,0.24,3.35,6.8,27.86,300.66,300.84,296.18,303.1,298.8,8.4,76.76,6.8,17.61,3.17,29.0,7.67,33.3,24.4,0.3,13
sj,21.0,0.06,0.02,0.07,0.08,3.4,6.2,21.26,300.69,300.85,295.61,302.7,298.7,2.2,73.98,6.2,17.01,3.07,28.76,8.03,33.3,23.9,0.5,10
sj,22.0,0.13,0.1,0.13,0.11,1.47,45.7,85.43,300.46,300.72,295.85,303.3,298.3,24.9,76.02,45.7,17.26,3.56,28.46,7.06,32.8,23.9,17.0,21
sj,23.0,-0.01,-0.06,0.15,0.17,-0.46,85.81,122.88,300.96,301.17,296.11,303.3,298.9,17.74,74.96,85.81,17.51,3.43,29.2,7.4,33.9,23.3,33.3,18
sj,24.0,-0.01,-0.02,0.1,0.09,0.83,62.42,112.07,300.55,300.56,295.98,302.9,298.4,25.3,76.16,62.42,17.37,2.39,28.54,7.21,34.4,23.9,47.6,21
sj,25.0,0.11,0.04,0.2,0.21,1.43,15.76,84.85,301.15,301.37,296.09,303.6,298.9,4.2,74.16,15.76,17.49,2.97,29.01,7.5,33.9,24.4,4.3,34
sj,26.0,0.25,0.12,0.23,0.16,-5.66,46.08,93.75,301.1,301.31,296.54,303.7,299.3,9.7,76.33,46.08,17.95,2.67,29.27,6.54,33.9,25.0,1.5,25
sj,27.0,0.05,0.01,0.22,0.16,2.54,19.09,89.93,301.02,301.11,296.16,303.2,299.1,20.5,74.92,19.09,17.51,3.1,28.84,6.67,33.3,24.4,17.3,34
sj,28.0,0.13,0.06,0.16,0.18,1.45,1.13,59.26,300.97,301.0,296.18,303.0,298.7,11.56,75.24,1.13,17.56,2.8,28.87,6.73,33.3,24.4,10.0,33
sj,29.0,0.08,0.09,0.12,0.09,8.19,40.7,115.69,300.95,301.09,296.13,303.2,298.8,22.32,75.14,40.7,17.51,2.91,28.57,6.76,33.3,24.4,21.3,40
sj,30.0,-0.01,0.03,0.1,0.11,3.05,85.11,171.84,300.5,300.54,296.87,302.9,298.4,40.34,80.81,85.11,18.35,2.86,28.57,6.27,33.3,25.0,69.8,42
sj,31.0,0.07,0.1,0.23,0.24,5.1,1.02,71.63,301.08,301.17,296.06,303.1,299.1,8.3,74.26,1.02,17.47,2.83,28.63,6.14,32.8,24.4,14.5,36
sj,32.0,0.02,0.03,0.13,0.12,12.64,37.75,187.58,301.17,301.26,296.92,303.0,299.0,21.41,77.77,37.75,18.41,2.57,28.61,5.81,31.7,24.4,6.4,72
sj,33.0,0.13,0.01,0.13,0.13,15.03,72.44,221.3,300.99,301.09,296.92,303.0,299.0,25.69,78.64,72.44,18.41,2.53,28.39,5.99,31.7,23.3,24.9,75
sj,34.0,0.03,0.09,0.29,0.27,15.29,34.47,193.38,300.91,301.06,296.8,302.9,298.9,56.82,78.46,34.47,18.31,2.79,28.46,6.74,33.9,23.9,35.3,76
sj,35.0,0.08,0.06,0.15,0.13,14.45,62.56,247.49,300.83,300.98,296.53,303.7,299.0,30.89,77.56,62.56,18.0,2.7,28.39,6.93,33.9,23.9,20.1,92
sj,36.0,0.13,0.04,0.23,0.2,0.3,30.77,175.41,301.22,301.24,296.45,303.3,298.9,19.74,75.35,30.77,17.87,3.0,28.31,6.59,33.3,23.9,25.9,71
sj,37.0,0.13,0.06,0.24,0.19,10.04,10.37,226.7,301.12,301.15,296.29,303.5,298.8,22.24,75.2,10.37,17.72,3.16,28.87,6.51,33.9,25.0,10.4,112
sj,38.0,-0.01,0.07,0.15,0.13,20.37,70.39,273.32,301.22,301.31,296.56,303.1,298.9,26.14,75.97,70.39,18.04,2.81,28.3,6.29,32.8,24.4,26.9,106
sj,39.0,-0.03,-0.0,0.15,0.14,15.4,94.37,282.8,301.05,301.18,296.51,303.5,299.0,16.15,76.41,94.37,17.98,3.59,28.17,6.03,32.2,24.4,21.3,101
sj,40.0,0.1,0.02,0.19,0.12,27.86,74.5,413.9,301.02,301.03,296.64,303.5,299.1,17.6,77.19,74.5,18.12,2.69,27.99,7.24,32.8,22.2,86.6,170
sj,41.0,0.01,0.1,0.12,0.13,17.29,108.26,377.09,300.79,300.94,296.84,302.9,299.3,21.98,79.18,108.26,18.38,3.0,28.13,6.91,33.3,23.9,14.5,135
sj,42.0,0.02,0.13,0.25,0.19,11.56,17.56,225.43,301.249,301.61249999999995,296.35,303.6,299.3,8.3,73.87,17.56,17.85,3.19,29.1,7.54,33.9,24.4,10.2,106
sj,43.0,0.13,-0.01,0.19,0.18,10.28,16.48,157.37,301.01,301.09,295.87,302.8,299.0,15.66,73.66,16.48,17.28,2.47,27.96,6.44,32.2,24.4,8.6,68
sj,44.0,0.12,0.05,0.16,0.12,9.68,137.55,237.67,299.46,299.54,296.02,302.1,297.7,174.64,81.59,137.55,17.5,2.6,26.2,5.4,30.6,22.2,89.2,48
sj,45.0,-0.1845,-0.05,0.21,0.17,6.61,15.25,111.47,300.6,300.69,295.84,302.6,298.2,10.3,75.35,15.25,17.3,2.26,27.44,6.86,32.2,22.8,4.1,48
sj,46.0,-0.06,-0.06,0.21,0.2,-5.82,42.0,100.92,299.93,300.19,295.64,303.1,297.5,21.4,77.48,42.0,17.08,3.54,26.81,6.69,31.1,22.8,65.7,26
sj,47.0,0.13,0.12,0.2,0.16,3.03,73.37,123.12,299.82,299.89,295.75,301.8,297.9,43.4,78.53,73.37,17.19,2.51,26.9,6.2,31.1,22.8,40.4,33
sj,48.0,-0.06,-0.04,0.09,0.13,9.29,15.95,67.25,299.09,299.19,293.35,300.7,297.3,9.78,70.73,15.95,14.77,2.07,25.44,5.39,28.9,22.2,36.4,29
sj,49.0,0.13,-0.04,0.1,0.09,7.7,17.85,56.37,299.02,299.02,294.29,300.8,297.1,68.0,75.37,17.85,15.68,2.1,25.84,5.4,29.4,22.8,34.5,17
sj,50.0,-0.13,-0.05,0.15,0.14,6.9,31.3,49.41,298.9,298.97,294.77,300.9,297.0,66.72,78.02,31.3,16.13,2.49,25.77,5.09,28.9,22.2,30.2,12
sj,51.0,0.13,-0.04,0.17,0.15,3.64,62.11,85.39,298.67,298.76,294.98,300.4,296.2,50.53,80.18,62.11,16.34,2.37,25.07,4.91,28.9,21.7,108.2,13
sj,52.0,0.01,0.02,0.21,0.14,-3.85,0.0,30.71,298.6,298.75,293.93,300.8,295.5,2.36,75.45,0.0,15.32,2.99,25.09,6.24,28.3,21.1,16.8,17
sj,1.0,0.0,-0.13,0.24,0.2,6.64,0.0,33.3,298.04,298.12,293.51,299.9,296.6,27.99,76.15,0.0,14.91,1.84,25.4,5.3,29.4,22.2,55.5,15
sj,2.0,0.13,-0.11,0.33,0.24,6.62,37.24,71.47,298.14,298.23,293.6,300.0,296.3,37.66,76.13,37.24,14.98,2.06,24.97,5.01,28.3,21.1,64.8,14
sj,3.0,0.13,0.04,0.12,0.11,5.08,0.0,24.78,297.63,297.87,293.02,300.1,295.3,4.1,75.64,0.0,14.49,3.0,24.43,5.63,27.8,20.6,2.5,15
sj,4.0,-0.03,-0.13,0.11,0.16,-3.31,81.22,101.4,297.97,298.13,293.64,299.5,296.4,27.16,77.17,81.22,15.07,2.0,24.53,4.8355,27.8,21.1,83.1,10
sj,5.0,0.13,-0.13,0.22,0.17,3.41,0.0,12.94,298.02,298.18,292.96,300.7,294.3,2.7,73.57,0.0,14.41,3.3,24.57,6.44,28.9,20.0,3.1,9
sj,6.0,-0.11,-0.0,0.23,0.27,2.21,0.0,3.36,297.24,297.28,291.54,299.3,295.4,19.7,70.64,0.0,13.23,2.07,24.21,5.16,27.8,21.1,35.9,2
sj,7.0,0.07,-0.06,0.15,0.15,-6.65,0.0,12.61,297.84,297.91,292.94,299.3,296.5,10.17,74.23,0.0,14.37,2.16,24.8,6.24,28.3,21.1,6.4,6
sj,8.0,-0.14,-0.1,0.25,0.23,5.8,0.0,14.01,297.91,298.06,293.13,299.6,296.4,8.3,74.79,0.0,14.54,1.89,24.9,5.79,28.3,21.7,13.3,8
sj,9.0,0.13,0.02,0.21,0.12,0.36,0.0,13.22,297.77,298.07,292.5,299.9,296.3,6.46,72.66,0.0,13.97,2.29,24.74,5.5,27.8,21.1,12.9,5
sj,10.0,-0.09,-0.09,0.22,0.15,5.54,0.0,2.76,297.88,298.01,293.05,299.9,295.5,6.5,74.68,0.0,14.47,2.61,25.11,6.11,29.4,21.1,13.0,1
sj,11.0,-0.1845,-0.13,0.11,0.14,4.81,0.0,-1.41,297.6,297.64,292.2,299.5,296.1,9.38,71.93,0.0,13.72,2.09,25.33,5.81,28.9,22.2,4.4,2
sj,12.0,0.04,0.02,0.1,0.09,0.33,0.0,9.19,297.4,297.44,292.21,299.8,294.9,0.9,72.92,0.0,13.74,3.87,25.2,7.04,30.0,20.6,0.5,3
sj,13.0,0.08,-0.04,0.31,0.3,-8.15,27.19,32.76,296.96,296.96,292.1,299.7,294.4,7.55,74.25,27.19,13.64,2.89,25.04,5.79,30.0,21.1,1.8,4
sj,14.0,-0.04,-0.02,0.12,0.07,-3.31,3.82,5.71,298.08,298.23,293.24,299.8,296.5,3.67,74.6,3.82,14.66,2.71,26.24,6.81,30.6,22.2,0.5,3
sj,15.0,-0.16,-0.05,0.14,0.14,1.16,16.96,21.02,297.46,297.56,292.73,299.4,295.8,35.0,75.03,16.96,14.18,2.19,25.0,5.71,29.4,21.7,30.7,1
sj,16.0,0.0,0.12,0.2,0.21,-6.78,0.0,12.0,297.63,297.78,292.27,299.7,295.9,4.82,72.29,0.0,13.86,2.79,25.31,6.24,29.4,21.7,11.2,3
sj,17.0,-0.04,-0.01,0.08,0.09,-4.5,0.0,7.93,298.67,298.69,294.28,300.9,295.9,2.17,76.96,0.0,15.67,3.96,27.04,7.51,31.7,23.3,0.3,5
iq,26.0,0.19,0.13,0.34,0.25,-2.48,25.41,18.9,296.74,298.45,295.18,307.3,293.1,43.19,92.42,25.41,16.65,8.93,26.4,10.78,32.5,20.7,3.0,0
iq,27.0,0.22,0.28,0.29,0.24,-0.44,60.61,9.16,296.63,298.43,295.36,306.6,291.1,46.0,93.58,60.61,16.86,10.31,26.9,11.57,34.0,20.8,55.6,0
iq,28.0,0.18,0.17,0.2,0.13,-1.37,55.52,34.45,296.42,297.39,295.62,304.5,292.6,64.77,95.85,55.52,17.12,7.39,26.8,11.47,33.0,20.7,38.1,0
iq,29.0,0.23,0.15,0.25,0.2,-0.25,5.6,8.38,295.6795,296.36,292.8,303.6,288.6,23.96,87.23,5.6,14.43,9.11,25.77,10.53,31.5,17.8,30.0,0
iq,30.0,0.33,0.32,0.25,0.36,-1.87,62.76,38.49,296.43,297.64,293.96,307.0,291.5,31.8,88.16,62.76,15.44,9.5,26.6,11.48,33.3,19.1,4.0,0
iq,31.0,0.21,0.19,0.23,0.26,0.58,16.24,-6.503499999999998,297.19,298.29,291.73,306.2,288.5,1.0,74.73,16.24,13.42,13.77,25.34,10.94,32.0,17.8,11.5,0
iq,32.0,0.31,0.33,0.38,0.39,-1.29,89.37,18.27,297.32,298.98,293.82,308.8,292.1,26.68,83.28,89.37,15.31,11.47,27.02,11.65,34.0,19.9,72.9,0
iq,33.0,0.38,0.39,0.34,0.38,-0.86,42.08,10.33,297.63,299.34,293.99,307.9,290.6,16.9,82.49,42.08,15.47,13.7,26.58,10.32,33.0,20.5,50.1,0
iq,34.0,0.41,0.32,0.40450000000000047,0.3,0.54,49.22,-4.12,298.24,299.57,292.9,310.1,291.3,5.59,74.74,49.22,14.44,13.77,26.9,13.261500000000003,34.0,19.0,89.2,0
iq,35.0,0.33,0.32,0.31,0.32,2.09,53.65,44.29,299.22,300.93,293.47,310.5,292.9,16.07,74.15,53.65,15.06,12.46,27.12,12.27,34.0,20.0,78.0,0
iq,36.0,0.3,0.3,0.31,0.27,4.85,23.12,-6.503499999999998,300.8,301.61249999999995,290.98650000000004,311.445,291.5,2.5,68.684,23.12,12.778500000000001,13.827000000000004,28.37,12.9,35.8,21.7,56.9,1
iq,37.0,0.28,0.31,0.39,0.33,0.65,34.62,52.06,299.86,301.37,293.64,310.7,292.3,4.1,71.66,34.62,15.23,13.827000000000004,27.42,12.78,34.5,20.5,18.9,0
iq,38.0,0.35,0.3,0.4,0.24,-1.02,97.55,28.21,297.44,298.51,292.71,310.2,288.5,3.2,77.49,97.55,14.34,11.31,27.53,12.57,36.0,20.5,104.2,0
iq,39.0,0.18,0.1,0.23,0.18,-0.81,95.89,20.17,299.36,300.89,293.22,310.8,290.0,2.6,71.46,95.89,14.8,13.827000000000004,27.15,12.18,34.0,20.5,57.9,0
iq,40.0,0.34,0.28,0.28,0.26,-0.33,46.22,19.29,298.37,300.5,294.66,309.8,292.7,16.6,82.37,46.22,16.15,11.97,26.7,11.68,34.0,20.0,63.0,0
iq,41.0,0.22,0.13,0.35,0.1,1.74,31.1,36.48,298.47,300.29,294.59,309.2,291.9,21.9,81.52,31.1,16.07,13.49,27.66,11.3,34.0,21.0,3.0,1
iq,42.0,0.27,0.19,0.37,0.28,-0.05,25.21,11.43,299.21,301.15,294.01,311.445,292.3,9.9,75.54,25.21,15.53,13.827000000000004,27.78,12.28,36.0,21.0,45.2,1
iq,43.0,0.37,0.31,0.40450000000000047,0.33,-0.6,49.25,42.27,299.54,301.1,294.71,310.2,291.9,23.3,76.94,49.25,16.2,13.46,28.0,12.47,34.6,20.0,57.9,0
iq,44.0,0.3,0.21,0.3,0.28,-0.84,67.64,32.31,299.44,300.82,295.27,311.445,292.4,20.2,79.43,67.64,16.87,13.33,27.6,12.33,35.5,21.1,7.1,0
iq,45.0,0.27,0.15,0.35,0.23,1.03,51.83,32.82,300.75,301.61249999999995,295.28,310.4,294.3,19.2,74.8,51.83,16.85,12.87,28.18,12.25,35.2,21.5,13.5,0
iq,46.0,0.1,0.04,0.2,0.06,2.57,39.25,4.18,301.249,301.61249999999995,294.23,311.445,294.2,3.6,68.684,39.25,15.88,13.37,29.02,13.1,36.4,21.7,0.0,0
iq,47.0,0.17,0.29,0.3,0.17,-2.06,55.91,23.03,300.87,301.61249999999995,293.06,311.1,293.6,11.2,68.684,55.91,14.77,13.14,27.7,11.35,36.5,21.5,23.85,0
iq,48.0,0.25,0.25,0.32,0.32,1.74,20.65,17.59,299.23,301.26,294.72,310.0,293.5,14.5,78.89,20.65,16.24,12.01,27.05,11.58,34.2,21.0,19.0,0
iq,49.0,0.17,0.18,0.25,0.19,-2.44,24.53,-6.503499999999998,300.24,301.03,293.31,311.445,292.0,1.7,68.684,24.53,14.9,13.827000000000004,28.0,12.0,34.0,22.0,0.8,0
iq,50.0,0.34,0.32,0.35,0.3,-1.73,111.06,77.23,298.76,300.34,294.52,311.4,291.9,48.76,80.41,111.06,16.1,11.97,26.62,9.65,33.8,21.0,67.2,1
iq,51.0,0.27,0.17,0.23,0.3,1.42,3.9,25.97,300.41,301.61249999999995,291.09,311.2,294.6,5.7,68.684,3.9,13.19,13.0,28.2,12.28,35.0,21.0,0.0,0
iq,1.0,0.25,0.23,0.25,0.29,2.18,59.11,33.27,297.96,298.99,296.99,305.5,293.2,64.6,94.96,59.11,18.67,6.94,27.33,11.0,33.3,21.8,38.9,0
iq,2.0,0.3,0.2,0.27,0.27,-1.76,69.85,13.14,298.04,299.41,294.35,309.8,292.5,22.98,82.35,69.85,15.86,11.09,27.0,11.22,33.2,20.7,59.9,0
iq,3.0,0.17,0.1,0.26,0.18,-0.54,149.71,58.71,298.37,300.24,295.06,308.7,294.0,24.92,84.18,149.71,16.6,11.01,27.05,10.9,33.0,20.5,52.0,0
iq,4.0,0.24,0.19,0.13,0.23,-0.82,50.02,55.71,295.72,296.67,294.59,301.8,292.3,88.03,94.06,50.02,16.07,5.63,25.72,9.43,31.2,20.0,166.9,0
iq,5.0,0.34,0.26,0.33,0.37,0.21,87.18,39.75,295.6795,296.36,294.41,302.2,292.2,80.95,95.41,87.18,15.86,5.14,26.43,9.67,33.0,20.0,147.8,0
iq,6.0,0.23,0.16,0.2,0.23,1.34,31.93,7.88,295.6795,296.36,293.41,303.6,292.5,16.4,89.08,31.93,14.95,6.17,27.35,10.02,34.2,21.7,3.3,0
iq,7.0,0.16,0.14,0.15,0.16,0.18,66.84,68.44,295.6795,296.49,294.44,304.4,292.3,37.96,94.88,66.84,15.93,6.04,26.3,8.95,33.0,21.0,83.1,0
iq,8.0,0.14,0.08,0.13,0.18,-2.1,16.17,17.29,296.07,296.98,294.73,304.4,290.6,34.18,92.84,16.17,16.25,7.59,26.93,10.0,33.2,21.0,38.1,0
iq,9.0,0.31,0.23,0.22,0.29,1.83,47.14,18.58,297.04,298.31,295.77,305.1,293.7,26.96,93.31,47.14,17.31,7.39,26.56,9.48,33.2,20.5,21.1,0
iq,10.0,0.18,0.29,0.21,0.21,1.68,118.07,80.55,297.62,298.69,296.46,305.8,294.8,83.89,94.09,118.07,18.06,6.59,27.2,10.15,33.3,20.0,87.1,0
iq,11.0,0.21,0.18,0.21,0.2,-0.35,74.34,25.12,296.79,298.13,295.54,309.3,292.8,195.2,94.09,74.34,17.07,8.29,27.05,12.1,34.2,20.0,39.9,0
iq,12.0,0.19,0.2,0.16,0.28,-1.45,90.35,32.51,298.7,299.75,295.16,309.7,293.2,32.6,82.8,90.35,16.76,10.61,27.43,11.43,34.1,20.0,70.8,0
iq,13.0,0.16,0.15,0.09,0.13,0.79,94.06,40.84,296.85,297.6,296.08,303.2,292.8,203.96500000000026,95.92,94.06,17.67,6.2,27.05,10.95,34.2,20.0,80.0,0
iq,14.0,0.27,0.31,0.26,0.26,-0.91,86.46,40.7,296.31,297.83,295.7,305.5,292.9,91.43,96.74,86.46,17.21,6.66,27.16,10.98,35.0,20.5,46.2,0
iq,15.0,0.38,0.37,0.34,0.38,-0.83,80.82,38.15,297.18,298.3,296.13,305.5,292.1,110.1,94.6,80.82,17.7,6.77,26.46,11.66,34.0,19.5,120.1,0
iq,16.0,0.31,0.28,0.26,0.41,-0.53,77.73,55.73,297.06,298.15,295.99,305.1,292.8,120.32,94.62,77.73,17.52,7.5,27.34,11.04,33.5,20.4,45.3,1
iq,17.0,0.25,0.21,0.27,0.23,2.03,78.01,31.53,297.96,299.21,295.43,307.8,293.2,78.3,88.15,78.01,16.97,10.24,27.63,10.93,34.3,21.0,14.9,0
iq,18.0,0.25,0.18,0.31,0.26,-0.53,94.77,29.24,297.29,298.65,295.74,305.6,293.1,103.87,92.19,94.77,17.31,7.41,27.62,11.32,35.2,20.5,51.0,0
iq,19.0,0.27,0.19,0.2,0.23,-2.26,45.56,37.41,297.14,298.2,296.33,305.1,292.1,85.9,95.82,45.56,17.89,7.09,26.6,8.8,32.7,21.4,66.0,0
iq,20.0,0.32,0.32,0.26,0.3,-0.53,74.08,47.47,297.3,298.31,296.99,305.6,294.7,80.3,97.347,74.08,18.64,5.64,27.41,7.3,32.5,22.2,0.0,0
iq,21.0,0.3,0.38,0.18,0.27,0.2,70.81,56.86,296.92,297.96,295.83,305.6,293.0,53.1,94.71,70.81,17.37,8.54,27.43,11.93,34.2,20.5,64.1,1
iq,22.0,0.3,0.3,0.32,0.39,0.46,90.07,45.58,296.85,298.0,295.18,304.8,291.8,20.3,91.47,90.07,16.69,8.8,27.25,12.65,34.8,20.5,32.0,1
iq,23.0,0.36,0.18,0.25,0.25,0.06,126.46,53.1,296.69,297.89,294.46,307.6,291.5,30.63,89.49,126.46,15.97,9.73,26.87,10.73,34.0,19.8,17.0,0
iq,24.0,0.32,0.3,0.22,0.22,0.67,47.13,-0.89,295.6795,296.44,294.34,302.6,291.9,95.06,94.02,47.13,15.78,7.27,26.88,10.68,33.4,20.0,37.1,0
iq,25.0,0.1,0.11,0.06,0.11,-0.03,53.93,35.02,296.0,297.32,293.65,305.2,291.0,13.45,88.17,53.93,15.13,9.41,26.4,10.05,33.2,20.5,9.9,1
iq,26.0,0.19,0.28,0.32,0.33,-2.53,1.22,22.66,295.6795,296.36,290.98650000000004,306.1,288.5,1.82,79.32,1.22,12.778500000000001,12.34,27.41,7.3,32.3,17.8,31.0,0
iq,27.0,0.23,0.19,0.27,0.24,1.67,52.1,46.99,295.8,297.05,292.75,305.0,291.3,23.6,84.86,52.1,14.3,8.56,26.5,11.37,33.2,20.0,70.1,0
iq,28.0,0.36,0.31,0.26,0.44,3.09,39.09,38.14,295.81,297.02,293.44,307.2,290.3,16.7,88.32,39.09,14.93,9.7,27.35,10.95,33.5,19.5,22.3,0
iq,29.0,0.32,0.21,0.19,0.36,0.34,52.05,28.03,297.56,298.93,294.12,307.9,291.1,18.0,84.25,52.05,15.61,11.43,26.77,10.07,32.8,21.0,36.8,0
iq,30.0,0.29,0.25,0.22,0.33,-0.35,54.52,34.07,296.82,298.22,294.99,306.0,292.0,38.29,90.81,54.52,16.51,10.27,27.37,11.4,34.0,21.2,25.2,0
iq,31.0,0.24,0.2,0.19,0.13,-0.34,27.97,1.26,297.29,299.18,293.45,308.1,289.8,9.71,82.23,27.97,14.99,12.87,26.52,10.88,34.0,18.4,10.9,0
iq,32.0,0.2,0.24,0.22,0.2,1.91,0.0,-5.65,298.54,300.14,291.39,308.7,291.0,0.6,68.684,0.0,13.16,13.827000000000004,27.1,12.18,33.5,17.8,23.85,0
iq,33.0,0.28,0.27,0.27,0.37,-1.89,5.14,34.57,298.4,299.79,292.02,309.7,292.0,0.6,69.48,5.14,13.72,13.31,27.12,12.25,33.4,20.0,18.0,0
iq,34.0,0.24,0.19,0.21,0.25,-1.2,9.97,34.59,298.44,299.81,294.02,308.8,291.7,30.1,78.39,9.97,15.51,12.2,27.6,11.68,34.2,20.0,47.9,0
iq,35.0,0.23,0.2,0.23,0.26,0.07,47.58,43.4,298.75,300.51,293.73,311.2,293.0,16.9,76.96,47.58,15.25,12.8,27.2,12.47,35.2,20.0,31.0,0
iq,36.0,0.31,0.24,0.19,0.34,1.54,44.45,33.02,298.69,300.52,294.91,311.2,291.7,39.8,81.99,44.45,16.44,13.44,27.38,12.15,34.3,20.8,35.1,0
iq,37.0,0.31,0.25,0.3,0.43,0.24,36.2,11.56,298.67,300.12,294.12,311.445,290.9,19.6,78.96,36.2,15.66,13.79,27.38,11.52,35.2,20.1,41.9,0
iq,38.0,0.35,0.34,0.36,0.35,-0.24,66.4,7.57,297.96,299.42,294.6,309.0,292.9,65.54,84.03,66.4,16.1,10.93,27.52,12.75,35.0,20.2,69.0,0
iq,39.0,0.33,0.39,0.29,0.32,1.5,26.48,-6.503499999999998,298.71,300.91,294.3,310.4,291.7,21.9,79.37,26.48,15.89,13.827000000000004,27.25,11.92,33.4,20.3,13.2,0
iq,40.0,0.33,0.27,0.24,0.44,-0.8,63.42,20.16,299.55,300.71,294.77,311.0,291.8,32.6,78.33,63.42,16.34,13.827000000000004,28.3,13.261500000000003,35.5,20.4,14.2,0
iq,41.0,0.42,0.38,0.40450000000000047,0.44,-0.7,58.75,27.32,299.16,300.29,293.81,311.445,290.8,12.3,74.42,58.75,15.33,11.34,28.52,12.48,36.545,21.8,30.9,0
iq,42.0,0.31,0.3,0.35,0.38,2.47,77.89,47.46,300.31,301.61249999999995,294.21,311.445,292.4,49.2,72.16,77.89,15.87,12.89,27.63,12.53,36.545,20.0,159.0,0
iq,43.0,0.12,0.24,0.18,0.21,-0.16,77.15,42.72,298.58,300.07,296.61,310.6,293.9,114.36,90.27,77.15,18.27,9.86,28.07,11.97,35.0,21.0,89.1,0
iq,44.0,0.21,0.21,0.21,0.23,2.81,83.53,37.43,298.34,299.51,295.31,308.8,292.0,46.46,85.57,83.53,16.96,11.27,27.64,10.38,35.8,21.5,76.0,0
iq,45.0,0.36,0.28,0.31,0.37,1.79,34.54,38.49,298.51,299.75,296.2,309.7,292.5,164.74,89.0,34.54,17.82,10.1,27.52,11.02,34.4,21.3,35.1,0
iq,46.0,0.28,0.23,0.28,0.3,-2.08,61.82,34.66,298.85,300.58,296.2,310.5,294.0,181.2,87.48,61.82,17.8,9.7,28.44,10.18,34.5,21.0,43.9,0
iq,47.0,0.33,0.33,0.34,0.44,0.27,65.89,31.8,299.12,300.49,296.75,309.5,294.2,56.3,88.84,65.89,18.45,9.23,27.58,11.58,33.7,20.8,31.0,1
iq,48.0,0.3,0.36,0.31,0.37,1.19,47.46,3.18,298.56,299.64,295.81,310.0,294.4,31.5,87.38,47.46,17.43,8.01,28.23,11.67,35.3,21.8,12.2,1
iq,49.0,0.33,0.23,0.3,0.35,0.85,46.86,35.01,298.75,300.22,295.98,308.5,294.6,158.5,87.24,46.86,17.6,8.87,28.42,11.65,35.5,21.2,23.1,1
iq,50.0,0.33,0.24,0.32,0.31,0.96,138.22,54.96,298.25,299.59,297.5,305.8,293.9,72.94,96.12,138.22,19.3045,7.79,27.84,10.96,35.0,21.0,75.0,2
iq,51.0,0.22,0.22,0.21,0.18,-0.51,43.95,10.49,298.56,299.68,297.21,309.3,295.1,85.9,93.95,43.95,18.97,7.39,27.08,9.5,32.9,21.0,57.9,4
iq,52.0,0.3,0.34,0.29,0.34,2.19,100.72,45.24,298.24,299.35,297.51,306.7,294.7,109.64,96.36,100.72,19.3,6.5,27.35,8.65,33.3,22.0,25.1,1
iq,1.0,0.41,0.35,0.37,0.38,4.28,70.16,34.38,297.13,297.87,296.06,304.5,292.5,109.8,94.59,70.16,17.62,5.94,27.95,9.45,33.2,23.0,45.3,4
iq,2.0,0.33,0.38,0.40450000000000047,0.38,0.65,64.79,71.66,300.01,301.27,294.91,309.8,294.8,5.5,76.6,64.79,16.48,11.4,28.97,11.93,35.4,21.0,7.1,11
iq,3.0,0.24,0.15,0.28,0.2,-0.05,22.77,46.87,299.88,300.91,294.61,309.4,291.8,4.7,75.2,22.77,16.16,12.13,28.8,12.77,36.0,22.0,5.0,16
iq,4.0,0.1,0.15,0.11,0.14,4.2,121.07,102.88,298.92,299.88,295.11,308.7,293.2,19.91,81.53,121.07,16.68,10.21,27.94,11.8,35.8,21.0,18.0,23
